StreetAddress,City,State,AddressID
1486 Elliot Avenue,Seattle,WA,1880
655 Franklin Street,Dothan,AL,1881
2139 Oak Avenue,Palatine,IL,1882
748 Travis Street,Jupiter,FL,1883
2047 Filbert Street,Philadelphia,PA,1884
811 Wilkinson Street,Nashville,TN,1885
2178 Blair Court,Maryville,MO,1886
2436 Snowbird Lane,Bellevue,NE,1887
2217 Brannon Avenue,Jacksonville,FL,1888
3328 Rivendell Drive,Akron,OH,1889
2311 Trymore Road,Caledonia,MN,1890
4367 Red Bud Lane,Teterboro,NJ,1891
2502 Brownton Road,Jackson,MS,1892
4673 Tenmile,Newport News,VA,1893
4403 Post Avenue,Detroit Lakes,MN,1894
190 Pallet Street,Tarrytown,NY,1895
4194 Ray Court,Wilmington,NC,1896
4184 Pinewood Drive,Gurnee,IL,1897
1619 Patterson Fork Road,Chicago,IL,1898
827 Catherine Drive,Dickinson,ND,1899
2766 Russell Street,Tewksbury,MA,1900
2996 Tennessee Avenue,Livonia,MI,1901
2071 Beech Street,Oakland,CA,1902
4582 Brownton Road,Jackson,MS,1903
2284 White Lane,Bentonville,AR,1904
3622 James Street,Rochester,NY,1905
236 Losh Lane,Pittsburgh,PA,1906
497 Woodland Drive,Sioux City,IA,1907
2846 Bridge Street,Tulsa,OK,1908
2474 Haymond Rocks Road,La Pine,OR,1909
744 Chapmans Lane,Albuquerque,NM,1910
192 Crestview Terrace,San Antonio,TX,1911
288 Ashcraft Court,San Diego,CA,1912
2587 Hickory Street,Layton,UT,1913
4607 Mount Tabor,Monsey,NY,1914
520 Orphan Road,Ridgeland,WI,1915
1289 Pin Oak Drive,Whittier,CA,1916
3416 Flynn Street,Cleveland,OH,1917
1805 Pickens Way,Koon Kreek,TX,1918
3078 Hartway Street,Viborg,SD,1919
807 Doctors Drive,Los Angeles,CA,1920
4397 Harley Brook Lane,Luthersburg,PA,1921
1433 Corpening Drive,Southfield,MI,1922
4773 Stark Hollow Road,Platteville,CO,1923
2648 Hart Street,Hartford,CT,1924
4959 Coffman Alley,Owensboro,KY,1925
457 Gordon Street,Los Angeles,CA,1926
2196 Sycamore Fork Road,Hopkins,MN,1927
4617 Joes Road,Albany,NY,1928
2763 Pick Street,Mountain View,CO,1929
3226 Cherry Tree Drive,St Augustine,FL,1930
1331 Illinois Avenue,Beaverton,OR,1931
622 Lakewood Drive,Jersey City,NJ,1932
1039 Lynch Street,Milwaukee,WI,1933
1935 Upland Avenue,Butler,OH,1934
268 Maloy Court,Hays,KS,1935
3879 Stanton Hollow Road,Waltham,MA,1936
4155 Brown Bear Drive,Irvine,CA,1937
1288 Frosty Lane,Hornell,NY,1938
4121 Crowfield Road,Gilbert,AZ,1939
3701 Wilkinson Street,Nashville,TN,1940
2481 Pineview Drive,Waseca,MN,1941
2050 Penn Street,Columbia,MO,1942
3962 Valley View Drive,Boston,MA,1943
618 Sugar Camp Road,Brownsdale,MN,1944
1513 Orchard Street,Golden Valley,MN,1945
3259 Grand Avenue,Orlando,FL,1946
2460 West Fork Drive,Plantation,FL,1947
3548 Confederate Drive,Baldwinsville,NY,1948
2054 Morris Street,Victoria,TX,1949
700 Retreat Avenue,Limestone,ME,1950
2117 Camel Back Road,Eufaula,OK,1951
891 Frank Avenue,Springfield,MA,1952
4168 Peck Street,Manchester,NH,1953
1968 Terra Cotta Street,Mentor,MN,1954
2586 Lucy Lane,Terre Haute,IN,1955
2056 Glenwood Avenue,Cleveland,OH,1956
1864 Palmer Road,Worthington,OH,1957
8 Walnut Street,Buckatunna,MS,1958
1479 Straford Park,Lexington,KY,1959
431 Ashwood Drive,Arthur,IA,1960
1754 Bel Meadow Drive,San Bernardino,CA,1961
2741 Hidden Meadow Drive,Williston,ND,1962
3159 Conaway Street,Columbus,IN,1963
1646 Apple Lane,Washington,IL,1964
4657 Watson Street,Pleasantville,NJ,1965
2246 Frank Avenue,Pittsburgh,PA,1966
4128 Jessie Street,Ironton,OH,1967
2068 Pride Avenue,Brooklyn,NY,1968
4718 C Street,Cambridge,MA,1969
2570 Roguski Road,Shreveport,LA,1970
2747 Locust View Drive,Springfield,MO,1971
1264 Dark Hollow Road,Pleasantville,NJ,1972
2460 Cheshire Road,Bridgeport,CT,1973
3732 Sardis Sta,Dallas,TX,1974
3446 Cedarstone Drive,Findlay,OH,1975
997 C Street,Cambridge,MA,1976
757 Cedar Lane,Newton,MA,1977
4807 Glen Falls Road,Philadelphia,PA,1978
2048 Cerullo Road,Taylorsville,KY,1979
3224 Westwood Avenue,Hempstead,NY,1980
2759 Poling Farm Road,Wayne,NE,1981
4043 Earnhardt Drive,Louisville,KY,1982
1471 Davisson Street,Indianapolis,IN,1983
2673 Wetzel Lane,Grand Rapids,MI,1984
1196 Fleming Street,Atlanta,AL,1985
3867 Ridge Road,Wichita,KS,1986
1595 Mesa Drive,Las Vegas,NV,1987
2745 Timbercrest Road,Healy,AK,1988
541 Rainbow Drive,Canton,OH,1989
3049 Haven Lane,Laingsburg,MI,1990
3763 Bernardo Street,Medora,IN,1991
2620 Deans Lane,South Salem,NY,1992
1538 Victoria Street,Chicago,IL,1993
3078 Arrowood Drive,Jacksonville,FL,1994
3892 Selah Way,South Burlington,VT,1995
3494 Rainbow Road,Anaheim,CA,1996
183 Nickel Road,City Of Commerce,CA,1997
3681 Rhapsody Street,Gainesville,FL,1998
2398 Morgan Street,Pensacola,FL,1999
2893 Park Avenue,Fair Oaks,CA,2000
1640 Marion Drive,Tampa,FL,2001
2584 Bassell Avenue,Little Rock,AR,2002
1326 Indiana Avenue,Napili,HI,2003
4100 Browning Lane,Madison,WI,2004
151 Paradise Lane,Los Angeles,CA,2005
708 George Avenue,Mobile,AL,2006
743 Ingram Street,Belle Center,OH,2007
3931 Shinn Avenue,Pittsburgh,PA,2008
3101 Golden Ridge Road,Summit,NY,2009
850 Maple Lane,Nashville,AL,2010
2063 Columbia Mine Road,Charleston,WV,2011
285 Lamberts Branch Road,Miami,FL,2012
4079 Caynor Circle,Rochelle Park,NJ,2013
1456 Timber Ridge Road,Sacramento,CA,2014
1433 Hillcrest Circle,Crystal,MN,2015
226 School Street,Beltsville,DC,2016
2096 Nixon Avenue,Morristown,TN,2017
4856 Berry Street,Hugo,CO,2018
2473 Pennsylvania Avenue,Piscataway,NJ,2019
3799 Gerald L. Bates Drive,Quincy,MA,2020
3850 Travis Street,Stuart,FL,2021
1164 Tennessee Avenue,Southfield,MI,2022
1796 Hedge Street,Jersey City,NJ,2023
370 Freedom Lane,Lodi,CA,2024
1189 John Daniel Drive,Monroe City,MO,2025
4923 Sharon Lane,South Bend,IN,2026
3950 Briarwood Road,Springfield,MO,2027
283 Carriage Court,Oceanside,CA,2028
1662 Brooklyn Street,Portland,OR,2029
2788 Hemlock Lane,Raymondville,TX,2030
4633 Carson Street,San Diego,CA,2031
4946 Sigley Road,Topeka,KS,2032
280 Harley Vincent Drive,Garfield Heights,OH,2033
1695 Jennifer Lane,Durham,NC,2034
2421 Freed Drive,Stockton,CA,2035
14 Cemetery Street,Houston,TX,2036
14 Hillview Street,Columbia,SC,2037
430 State Street,Saint Louis,MO,2038
1916 Meadowbrook Mall Road,El Segundo,CA,2039
939 Vine Street,Wood Dale,IL,2040
2618 Kelly Street,Gastonia,NC,2041
232 Callison Lane,Newark,DE,2042
1928 Duffy Street,Chicago,IN,2043
624 Fieldcrest Road,New York,NY,2044
1862 McDonald Avenue,Maitland,FL,2045
1328 Thompson Drive,Dublin,CA,2046
842 Pritchard Court,Fulda,MN,2047
2198 Martha Street,Prescott,AZ,2048
2769 Twin Oaks Drive,Kentwood,MI,2049
1662 Church Street,New York,NY,2050
1396 Havanna Street,Greensboro,NC,2051
605 Northwest Boulevard,Washington,DC,2052
2832 Devils Hill Road,Jackson,MS,2053
3349 Saint Marys Avenue,North Brookfield,NY,2054
1247 Sycamore Street,Santa Clara,CA,2055
1372 Grove Street,Huntington,NY,2056
826 Clement Street,Atlanta,GA,2057
3154 Point Street,Chicago,IL,2058
3915 White Pine Lane,Blacksburg,VA,2059
2007 Jarvisville Road,Westbury,NY,2060
3602 Gorby Lane,Jackson,MS,2061
498 Bruce Street,Saint Louis,MO,2062
3000 Roguski Road,Monroe,LA,2063
706 Conaway Street,Petersburg,IN,2064
190 Bubby Drive,Austin,TX,2065
3535 Longview Avenue,Staten Island,NY,2066
2256 Cunningham Court,Detroit,MI,2067
3989 Rhapsody Street,Gainesville,FL,2068
1732 Jadewood Drive,Chesterton,IN,2069
4607 Grey Fox Farm Road,Houston,TX,2070
1215 Front Street,Carsonville,MI,2071
37 Norma Lane,Shreveport,LA,2072
2342 Polk Street,Tucson,AZ,2073
3764 Sand Fork Road,Yeoman,IN,2074
79 Hinkle Lake Road,Cambridge,MA,2075
30 Kovar Road,Cambridge,MA,2076
1560 Glenwood Avenue,Cleveland,OH,2077
2734 Forest Drive,Alexandria,VA,2078
2316 Pallet Street,White Plains,NY,2079
1258 Martha Street,Rough Rock,AZ,2080
490 School Street,Brookfield,CT,2081
788 Caldwell Road,Brighton,NY,2082
833 Heritage Road,Fresno,CA,2083
2267 Dark Hollow Road,Milton,WI,2084
1143 Ford Street,San Francisco,CA,2085
932 Meadow Drive,Oklahoma City,OK,2086
3979 George Street,Ocala,FL,2087
9 Harley Brook Lane,Johnstown,PA,2088
3790 Brooke Street,Houston,TX,2089
3771 Cedarstone Drive,Defiance,OH,2090
3114 Hinkle Lake Road,South Boston,MA,2091
1313 Oakmound Drive,Chicago,IL,2092
150 Pooz Street,Jackson,TN,2093
4067 Lawman Avenue,Mclean,VA,2094
4256 Bassel Street,Ponchatoula,LA,2095
1808 C Street,Westboro,MA,2096
2603 Hanover Street,New York,NY,2097
1408 Corbin Branch Road,Knoxville,TN,2098
801 Logan Lane,Lakewood,CO,2099
2375 Ryan Road,Bristol,SD,2100
2069 Columbia Boulevard,Cardiff,MD,2101
2657 Poe Lane,Kansas City,KS,2102
2880 Lynch Street,Neenah,WI,2103
3693 Joes Road,Albany,NY,2104
1101 Jadewood Drive,Des Plaines,IL,2105
174 Clement Street,Atlanta,GA,2106
3891 Spring Avenue,Philadelphia,PA,2107
2285 Pooz Street,Bayville,NJ,2108
601 Blair Court,Kansas City,MO,2109
487 Hide A Way Road,Santa Clara,CA,2110
3064 Freshour Circle,Stockton,CA,2111
895 Straford Park,Hyden,KY,2112
2178 Lincoln Street,Princeton,NJ,2113
4032 Burnside Court,Phoenix,AZ,2114
2936 Point Street,Chicago,IL,2115
2409 White Oak Drive,Kansas City,MO,2116
4147 Upton Avenue,Kennebunkport,ME,2117
3537 Marshall Street,Baltimore,MD,2118
856 Paul Wayne Haggerty Road,Avondale,LA,2119
377 White River Way,Salt Lake City,UT,2120
1597 Emma Street,Tahoka,TX,2121
1906 Pringle Drive,Chicago,IL,2122
1414 Levy Court,Acton,MA,2123
1739 Lonely Oak Drive,Mobile,AL,2124
2761 Park Avenue,Sacramento,CA,2125
938 Essex Court,Perkinsville,VT,2126
2985 Ocala Street,Orlando,FL,2127
2080 Edgewood Road,Ashdown,AR,2128
2690 Hickory Heights Drive,Baltimore,MD,2129
521 Progress Way,Iowa City,IA,2130
1591 Melody Lane,Richmond,VA,2131
3410 Ferry Street,Gadsden,AL,2132
4465 James Martin Circle,Worthington,OH,2133
4238 Grasselli Street,Atkinson,NH,2134
843 Elsie Drive,Sioux Falls,SD,2135
4170 Clay Street,Indianapolis,IN,2136
906 August Lane,Monroe,LA,2137
2394 Layman Court,Dallas,GA,2138
3729 Clarence Court,Charlotte,NC,2139
2678 Hartland Avenue,Green Bay,WI,2140
562 Pointe Lane,Pompano Beach,FL,2141
2077 Church Street,Brooklyn,NY,2142
819 Stonecoal Road,Grover Hill,OH,2143
2061 Woodland Drive,Chicago,IL,2144
3669 Christie Way,Bedford,MA,2145
1003 Larry Street,Milwaukee,WI,2146
3368 Airplane Avenue,Windsor,CT,2147
1930 North Bend River Road,Lexington,KY,2148
2684 Lightning Point Drive,Somerville,TN,2149
2801 O Conner Street,Bay St. Louis,MS,2150
4220 Heather Sees Way,Tulsa,OK,2151
1552 Java Lane,Columbia,SC,2152
710 Patton Lane,Garner,NC,2153
2195 Pearcy Avenue,Markle,IN,2154
881 Hidden Valley Road,Gettysburg,PA,2155
1712 Washington Street,Beeville,TX,2156
4866 Conifer Drive,Bellevue,WA,2157
3085 Front Street,Southfield,MI,2158
2065 Fincham Road,San Diego,CA,2159
4973 Green Hill Road,Fort Smith,AR,2160
2051 Ersel Street,Dallas,TX,2161
3741 Beeghley Street,Marlin,TX,2162
4348 Center Street,Grants Pass,OR,2163
4671 Elliot Avenue,Seattle,WA,2164
4284 Capitol Avenue,Indianapolis,IN,2165
2066 Jenna Lane,Des Moines,IA,2166
1106 Paradise Lane,Fullerton,CA,2167
4176 Roosevelt Wilson Lane,San Bernardino,CA,2168
4405 Clarence Court,Fayetteville,NC,2169
1728 Quilly Lane,Westerville,OH,2170
3672 Columbia Boulevard,Baltimore,MD,2171
4408 Hall Street,Reno,NV,2172
2570 Collins Avenue,Worthington,OH,2173
1903 Byrd Lane,Clovis,NM,2174
3758 Adams Drive,Houston,TX,2175
2420 Prudence Street,Dearborn,MI,2176
239 Barfield Lane,Mccordsville,IN,2177
3375 Brookview Drive,San Jose,CA,2178
4201 Cherry Camp Road,Chicago,IL,2179
2522 Joanne Lane,Foxboro,MA,2180
403 Rowes Lane,Bowling Green,KY,2181
4139 Ocala Street,Orlando,FL,2182
4499 Lightning Point Drive,Memphis,TN,2183
1258 Woodlawn Drive,Waukesha,WI,2184
4810 Geneva Street,New York,NY,2185
1611 Kelley Road,Long Beach,MS,2186
3820 Grim Avenue,San Diego,CA,2187
3163 Glen Falls Road,Philadelphia,PA,2188
2539 Adams Drive,Houston,TX,2189
2297 Kovar Road,Cambridge,MA,2190
2734 Cityview Drive,King Of Prussia,PA,2191
3507 Highland Drive,Newton,WI,2192
2198 Nutter Street,Kansas City,MO,2193
143 Mulberry Avenue,Little Rock,AR,2194
2335 Ocello Street,San Diego,CA,2195
2777 Austin Secret Lane,Ferron,UT,2196
2165 Gateway Avenue,Bakersfield,CA,2197
430 Romines Mill Road,Rowlett,TX,2198
656 Wildrose Lane,Westland,MI,2199
98 Loving Acres Road,Fort Worth,TX,2200
621 Maple Street,Cypress,CA,2201
3788 Fantages Way,Presque Isle,ME,2202
992 Bailey Drive,Cedar Rapids,IA,2203
785 Butternut Lane,Albion,IL,2204
562 Orphan Road,Green Bay,WI,2205
367 Wakefield Street,Churchville,PA,2206
4568 Augusta Park,Charleston,WV,2207
4992 Woodbridge Lane,Detroit,MI,2208
1791 Horizon Circle,Tacoma,WA,2209
3156 Hall Street,Henderson,NV,2210
3898 Norma Lane,Monroe,LA,2211
3306 Lynn Avenue,Shawano,WI,2212
4787 Spadafore Drive,Oil City,PA,2213
4299 Harrison Street,San Francisco,CA,2214
2520 Hart Ridge Road,Saginaw,MI,2215
4691 Fancher Drive,Dallas,TX,2216
4984 Cunningham Court,Rochester Hills,MI,2217
2317 May Street,Pineville,KY,2218
3037 Straford Park,Blaine,KY,2219
1253 Fieldcrest Road,Calverton,NY,2220
1997 Par Drive,Burbank,CA,2221
678 Coburn Hollow Road,Peoria,IL,2222
3601 Burning Memory Lane,Philadelphia,PA,2223
2607 Glenview Drive,Pawnee,TX,2224
2789 Bolman Court,Loda,IL,2225
974 Lena Lane,Jackson,MS,2226
4092 Randolph Street,Foxborough,MA,2227
335 White Oak Drive,Saint Joseph,MO,2228
3406 Tail Ends Road,Green Bay,WI,2229
1872 Water Street,Fremont,CA,2230
4818 Watson Lane,Watauga,NC,2231
2504 Virginia Street,Chicago,IL,2232
3218 Dovetail Drive,Deerfield,IL,2233
2578 McDonald Avenue,Orlando,FL,2234
1493 Cedar Street,Pine Bluff,AR,2235
3712 Oakwood Avenue,New York,NY,2236
3424 Cunningham Court,Troy,MI,2237
3627 Levy Court,Cambridge,MA,2238
2427 Bartlett Avenue,Grand Rapids,MI,2239
637 Still Pastures Drive,Columbia,SC,2240
792 Short Street,Austin,TX,2241
3875 Karen Lane,Louisville,KY,2242
2467 Illinois Avenue,Portland,OR,2243
4124 Pearcy Avenue,Pennville,IN,2244
4364 Stuart Street,Alquippa,PA,2245
4169 Colony Street,Danbury,CT,2246
2093 Cedarstone Drive,Defiance,OH,2247
4180 Kinney Street,Agawam,MA,2248
3518 Arthur Avenue,Genoa,IL,2249
2157 Finwood Road,Red Bank,NJ,2250
1519 Lamberts Branch Road,Miami,FL,2251
4007 Hill Haven Drive,Tacoma,WA,2252
3805 Kidd Avenue,Anchorage,AK,2253
2743 Amethyst Drive,Adrian,MI,2254
2846 Nixon Avenue,Loudonville,OH,2255
2549 Hanover Street,New York,NY,2256
2129 Eva Pearl Street,Baton Rouge,LA,2257
114 C Street,Burlington,MA,2258
2938 Thompson Drive,Concord,CA,2259
2475 Hillhaven Drive,Irvine,CA,2260
1612 Fairmont Avenue,Braymer,MO,2261
1574 Wilmar Farm Road,Mount Airy,MD,2262
1017 Corpening Drive,Southfield,MI,2263
1545 Russell Street,Woburn,MA,2264
2213 Romano Street,Malden,MA,2265
59 Birch Street,Oaklandon,IN,2266
4800 James Martin Circle,Worthington,OH,2267
919 Columbia Boulevard,Baltimore,MD,2268
1842 Park Avenue,Sacramento,CA,2269
2778 Joy Lane,Agoura,CA,2270
4196 Hillcrest Lane,Irvine,CA,2271
3576 Skinner Hollow Road,Medford,OR,2272
1160 Atha Drive,Bakersfield,CA,2273
1598 Lowes Alley,Newark,OH,2274
3713 North Avenue,Lincoln,NE,2275
368 Orchard Street,Saint Paul,MN,2276
4968 Rose Street,Wheeling,IL,2277
3494 Rainbow Road,Phoenix,AZ,2278
2643 Little Acres Lane,Laporte,MN,2279
237 Golden Ridge Road,Albany,NY,2280
473 Geraldine Lane,New York,NY,2281
3984 Mulberry Lane,West Palm Beach,FL,2282
2325 B Street,Saint Paul,MN,2283
1759 Woodhill Avenue,Taneytown,MD,2284
1540 Frank Avenue,Springfield,MA,2285
1456 Kelly Drive,Bluefield,WV,2286
1143 Traders Alley,St Joseph,MO,2287
1276 Ferguson Street,Boston,MA,2288
3128 Brookside Drive,Birmingham,AL,2289
3601 Lynn Street,West Roxbury,MA,2290
3098 West Fork Drive,Fort Lauderdale,FL,2291
3126 Woodhill Avenue,Baltimore,MD,2292
4019 Tipple Road,Philadelphia,PA,2293
4799 Werninger Street,Houston,TX,2294
4742 Hoffman Avenue,Huntington,NY,2295
1252 Harron Drive,Baltimore,MD,2296
2031 Butternut Lane,Jerseyville,IL,2297
4467 Freedom Lane,Dos Palos,CA,2298
792 Stratford Drive,Moanalua,HI,2299
299 Skinner Hollow Road,Medford,OR,2300
3896 Turkey Pen Road,New York,NY,2301
2500 Wyatt Street,West Palm Beach,FL,2302
4569 Pick Street,Aurora,CO,2303
3792 Franklin Avenue,Corpus Christi,TX,2304
1451 Oakridge Lane,Swainsboro,GA,2305
297 Thorn Street,Casper,WY,2306
2318 Poe Lane,Shawnee,KS,2307
4829 Bel Meadow Drive,San Dimas,CA,2308
4899 Johnny Lane,New Berlin,WI,2309
329 Raver Croft Drive,College Station,TN,2310
3906 Biddie Lane,Amelia,VA,2311
3448 John Calvin Drive,Chicago,IL,2312
825 Biddie Lane,Richmond,VA,2313
4264 Tavern Place,Englewood,CO,2314
315 Oakway Lane,City Of Commerce,CA,2315
2482 Ashford Drive,Herndon,VA,2316
4609 Stewart Street,Indianapolis,IN,2317
3293 Pearlman Avenue,North Billerica,MA,2318
274 Red Hawk Road,Mora,MN,2319
934 Palmer Road,Worthington,OH,2320
4255 Joy Lane,Los Angeles,CA,2321
2413 Henry Ford Avenue,Keystone,OK,2322
1677 Aspen Court,Cambridge,MA,2323
1210 Lewis Street,Elmhurst,IL,2324
357 Ashmor Drive,Duluth,MN,2325
4383 Woodland Terrace,Folsom,CA,2326
2002 Commerce Boulevard,Columbus,NE,2327
2595 Echo Lane,Grand Rapids,MI,2328
2742 Clark Street,Oak Brook,IL,2329
750 Forest Drive,Mclean,VA,2330
1541 Conference Center Way,Scranton,PA,2331
4538 Brannon Street,City Of Commerce,CA,2332
2229 Weekley Street,San Antonio,TX,2333
1466 Gordon Street,Colton,CA,2334
1194 Kovar Road,Cambridge,MA,2335
435 North Bend River Road,East Bernstadt,KY,2336
889 Victoria Street,Baton Rouge,LA,2337
1911 Thompson Drive,Union City,CA,2338
1947 Lakeland Terrace,Ann Arbor,MI,2339
1120 Public Works Drive,Knoxville,TN,2340
849 Upton Avenue,Westbrook,ME,2341
3024 Isaacs Creek Road,Danville,IL,2342
3824 Virgil Street,Fort Walton Beach,FL,2343
631 Indiana Avenue,Honolulu,HI,2344
2117 Thompson Drive,Union City,CA,2345
1002 School Street,Stamford,CT,2346
1882 Church Street,Elmhurst,NY,2347
2246 Woodland Avenue,Bogalusa,LA,2348
4013 Lowndes Hill Park Road,Sherman Oaks,CA,2349
4963 Saint Marys Avenue,Whitesboro,NY,2350
4063 Kyle Street,Benkelman,NE,2351
2337 Terra Street,Olympia,WA,2352
606 Grant View Drive,New Berlin,WI,2353
3602 Woodside Circle,Pensacola,FL,2354
792 Hope Street,Grand Prairie,TX,2355
358 Hickory Heights Drive,Baltimore,MD,2356
4200 Bruce Street,Saint Louis,MO,2357
3483 Stratford Park,Evansville,IN,2358
966 Loving Acres Road,Kansas City,MO,2359
3171 Mulberry Street,Conroe,TX,2360
1101 Post Farm Road,Atlanta,GA,2361
706 Jones Street,Austin,TX,2362
3076 Green Acres Road,Manteo,NC,2363
4377 Glenwood Avenue,Independence,OH,2364
362 Deans Lane,New York,NY,2365
2607 Nutter Street,Lawson,MO,2366
726 Hinkle Lake Road,West Roxbury,MA,2367
353 Old House Drive,Chesapeake,OH,2368
3623 Freed Drive,Stockton,CA,2369
3314 Bastin Drive,Philadelphia,PA,2370
2377 Lawman Avenue,Reston,VA,2371
4768 Timbercrest Road,Ivanoff Bay,AK,2372
4340 Twin Oaks Drive,Grand Rapids,MI,2373
3451 Oliverio Drive,Yates Center,KS,2374
1987 Tennessee Avenue,Southfield,MI,2375
923 Snowbird Lane,Benedict,NE,2376
4994 Agriculture Lane,Miami,FL,2377
1110 Radford Street,Louisville,KY,2378
2447 Mudlick Road,Spokane,WA,2379
3707 Lakewood Drive,Teterboro,NJ,2380
4115 Marietta Street,Rohnert Park,CA,2381
3719 Hanifan Lane,Dunwoody,GA,2382
3596 Golden Street,Miami,FL,2383
4311 Stonecoal Road,Mansfield,OH,2384
3595 Lady Bug Drive,Colorado Springs,CO,2385
4894 Zimmerman Lane,Los Angeles,CA,2386
2616 Hart Country Lane,Harlem,GA,2387
3923 Tuna Street,Jeffersonville,IN,2388
4227 Apple Lane,Peoria,IL,2389
482 Wakefield Street,Philadelphia,PA,2390
719 Roane Avenue,Houston,TX,2391
1863 Worley Avenue,Danville,VA,2392
2752 Bolman Court,Melvin,IL,2393
2869 Palmer Road,Columbus,OH,2394
842 Charla Lane,Dallas,TX,2395
4182 Luke Lane,Oklahoma City,OK,2396
1116 Archwood Avenue,Mountain View,WY,2397
7 Elk Street,Los Angeles,CA,2398
4063 Wescam Court,South Boston,MA,2399
3868 Hawks Nest Lane,Saint Louis,MO,2400
1600 Twin Oaks Drive,Grand Rapids,MI,2401
3741 Tavern Place,Beckley,WV,2402
1208 Williams Lane,Wichita,KS,2403
3663 Foley Street,Miramar,FL,2404
1253 Mahlon Street,Carteret,NJ,2405
2040 Church Street,Brooklyn,NY,2406
2210 Eden Drive,Richmond,VA,2407
2137 Lighthouse Drive,Wheatland,MO,2408
2150 Clement Street,Atlanta,GA,2409
3739 Chapmans Lane,Albuquerque,NM,2410
4429 Crummit Lane,Providence,RI,2411
95 John Calvin Drive,Chicago,IL,2412
4626 Ingram Street,Belle Center,OH,2413
4608 County Line Road,St George,FL,2414
1359 Perine Street,Manassas,VA,2415
3537 Tavern Place,Wolf Summit,WV,2416
4674 Rainbow Road,Los Angeles,CA,2417
579 Clover Drive,Colorado Springs,CO,2418
1929 Dancing Dove Lane,Long Island City,NY,2419
1754 Rocky Road,Philadelphia,PA,2420
2313 Rafe Lane,Greenwood,MS,2421
4080 Valley View Drive,Quincy,MA,2422
2656 Ralph Drive,Warrensville Heights,OH,2423
4169 Russell Street,Cambridge,MA,2424
3578 Skips Lane,Peoria,AZ,2425
3200 Westwood Avenue,Floral Park,NY,2426
2206 Lakewood Drive,North Bergen,NJ,2427
4013 Earnhardt Drive,Louisville,KY,2428
3880 Neville Street,Sunman,IN,2429
4160 Par Drive,Los Angeles,CA,2430
3380 Chardonnay Drive,Oak Harbor,WA,2431
122 Parker Drive,Warrensville Heights,OH,2432
3951 Ashmor Drive,Wadena,MN,2433
1525 West Drive,Hickory Hills,IL,2434
2614 Joy Lane,City Of Commerce,CA,2435
2458 Hemlock Lane,Dolores,TX,2436
1809 Oral Lake Road,Golden Valley,MN,2437
948 Locust View Drive,Novato,CA,2438
682 Emerson Road,Shreveport,LA,2439
4281 Williams Avenue,Solamint,CA,2440
3331 Tipple Road,Philadelphia,PA,2441
1414 Sweetwood Drive,Denver,CO,2442
4369 Sumner Street,El Segundo,CA,2443
681 Hawks Nest Lane,Maryland Heights,MO,2444
1294 Monroe Street,Houston,TX,2445
1218 Round Table Drive,West Chester,OH,2446
1698 Simpson Street,Bloomington,IL,2447
3571 McDonald Avenue,Lake Buena Vista,FL,2448
4289 Birch Street,Indianapolis,IN,2449
2286 Parrish Avenue,Victoria,TX,2450
363 Calvin Street,Baltimore,MD,2451
3767 Oak Way,Lincoln,NE,2452
707 Hill Street,Toledo,OH,2453
2735 Stark Hollow Road,Steamboat Springs,CO,2454
1403 Olive Street,Toledo,OH,2455
2258 Kembery Drive,Chicago,IL,2456
866 Lunetta Street,Tampa,FL,2457
2726 Florence Street,Greenville,TX,2458
1948 Sunset Drive,Pine Bluff,AR,2459
4647 Buck Drive,South Burlington,VT,2460
3964 Maloy Court,Lawrence,KS,2461
3176 Stoneybrook Road,Cocoa,FL,2462
4577 Bobcat Drive,Frederick,MD,2463
2993 Emily Drive,Cayce,SC,2464
1947 Tenmile Road,Norwood,MA,2465
1145 Oliver Street,Blue Mound,TX,2466
3630 Harper Street,New Concord,KY,2467
